img,label,img_features
img/75081.png,1,"tensor([[[196, 196, 194,  ...,  59,  57,  57],
         [194, 192, 193,  ...,  60,  59,  60],
         [191, 191, 190,  ...,  61,  62,  62],
         ...,
         [ 60,  61,  67,  ...,  17,  17,  16],
         [ 58,  60,  63,  ...,  15,  15,  16],
         [ 58,  59,  60,  ...,  16,  14,  15]],

        [[186, 186, 185,  ...,  75,  74,  73],
         [185, 184, 184,  ...,  76,  76,  75],
         [183, 184, 183,  ...,  77,  77,  75],
         ...,
         [ 85,  87,  90,  ...,  15,  16,  15],
         [ 86,  86,  87,  ...,  14,  14,  15],
         [ 85,  85,  86,  ...,  15,  14,  14]],

        [[187, 187, 188,  ...,  74,  72,  70],
         [186, 186, 185,  ...,  75,  76,  76],
         [183, 184, 184,  ...,  77,  77,  77],
         ...,
         [ 90,  92,  92,  ...,  26,  27,  24],
         [ 90,  90,  90,  ...,  24,  23,  25],
         [ 86,  87,  90,  ...,  27,  24,  23]]], dtype=torch.uint8)"
img/47829.png,1,"tensor([[[0, 0, 0,  ..., 0, 0, 0],
         [0, 0, 0,  ..., 0, 0, 0],
         [0, 0, 0,  ..., 0, 0, 0],
         ...,
         [0, 0, 0,  ..., 0, 0, 0],
         [0, 0, 0,  ..., 0, 0, 0],
         [0, 0, 0,  ..., 0, 0, 0]],

        [[0, 0, 0,  ..., 0, 0, 0],
         [0, 0, 0,  ..., 0, 0, 0],
         [0, 0, 0,  ..., 0, 0, 0],
         ...,
         [0, 0, 0,  ..., 0, 0, 0],
         [0, 0, 0,  ..., 0, 0, 0],
         [0, 0, 0,  ..., 0, 0, 0]],

        [[0, 0, 0,  ..., 0, 0, 0],
         [0, 0, 0,  ..., 0, 0, 0],
         [0, 0, 0,  ..., 0, 0, 0],
         ...,
         [0, 0, 0,  ..., 0, 0, 0],
         [0, 0, 0,  ..., 0, 0, 0],
         [0, 0, 0,  ..., 0, 0, 0]]], dtype=torch.uint8)"
img/35279.png,1,"tensor([[[  0,  53,  60,  ...,  61,  55,   0],
         [  0, 180, 204,  ..., 207, 186,   0],
         [  0, 180, 203,  ..., 207, 185,   0],
         ...,
         [  0, 181, 203,  ..., 198, 178,   0],
         [  0, 181, 203,  ..., 198, 178,   0],
         [  0,  81,  92,  ...,  89,  80,   0]],

        [[  0,  59,  67,  ...,  67,  60,   0],
         [  0, 201, 226,  ..., 227, 204,   0],
         [  0, 201, 226,  ..., 227, 203,   0],
         ...,
         [  0, 201, 226,  ..., 223, 200,   0],
         [  0, 201, 226,  ..., 223, 200,   0],
         [  0,  91, 102,  ..., 101,  90,   0]],

        [[  0,  61,  69,  ...,  69,  62,   0],
         [  0, 208, 234,  ..., 234, 210,   0],
         [  0, 208, 234,  ..., 234, 210,   0],
         ...,
         [  0, 208, 233,  ..., 231, 208,   0],
         [  0, 208, 234,  ..., 231, 207,   0],
         [  0,  94, 106,  ..., 104,  94,   0]]], dtype=torch.uint8)"
img/54920.png,1,"tensor([[[  0,  60,  67,  ...,  74,  66,   0],
         [  0, 203, 227,  ..., 249, 224,   0],
         [  0, 203, 228,  ..., 249, 223,   0],
         ...,
         [  0, 225, 253,  ..., 245, 221,   0],
         [  0, 224, 252,  ..., 245, 221,   0],
         [  0, 129, 146,  ..., 141, 127,   0]],

        [[  0,  61,  69,  ...,  73,  66,   0],
         [  0, 208, 234,  ..., 248, 223,   0],
         [  0, 208, 234,  ..., 248, 222,   0],
         ...,
         [  0, 188, 211,  ..., 225, 202,   0],
         [  0, 190, 214,  ..., 226, 203,   0],
         [  0, 111, 124,  ..., 131, 118,   0]],

        [[  0,  61,  69,  ...,  72,  65,   0],
         [  0, 208, 234,  ..., 243, 219,   0],
         [  0, 208, 233,  ..., 243, 218,   0],
         ...,
         [  0, 194, 217,  ..., 227, 204,   0],
         [  0, 196, 219,  ..., 228, 205,   0],
         [  0, 114, 127,  ..., 132, 119,   0]]], dtype=torch.uint8)"
img/39867.png,1,"tensor([[[  0,  17,  19,  ...,  46,  41,   0],
         [  0,  89, 100,  ..., 239, 214,   0],
         [  0,  90, 101,  ..., 238, 214,   0],
         ...,
         [  0,  86,  96,  ..., 128, 115,   0],
         [  0,  88,  99,  ..., 131, 118,   0],
         [  0,  81,  91,  ..., 119, 106,   0]],

        [[  0,  22,  25,  ...,  46,  41,   0],
         [  0, 116, 131,  ..., 237, 212,   0],
         [  0, 117, 132,  ..., 236, 212,   0],
         ...,
         [  0, 123, 139,  ..., 161, 144,   0],
         [  0, 123, 139,  ..., 162, 144,   0],
         [  0, 109, 123,  ..., 143, 128,   0]],

        [[  0,  25,  29,  ...,  46,  41,   0],
         [  0, 132, 148,  ..., 238, 213,   0],
         [  0, 131, 148,  ..., 237, 213,   0],
         ...,
         [  0, 129, 145,  ..., 167, 149,   0],
         [  0, 129, 145,  ..., 166, 149,   0],
         [  0, 114, 128,  ..., 147, 132,   0]]], dtype=torch.uint8)"
img/96082.png,1,"tensor([[[  0,   9,  14,  ...,   8,   6,   0],
         [  0,  29,  43,  ...,  26,  21,   0],
         [  0,  26,  33,  ...,  23,  21,   0],
         ...,
         [  0, 141, 156,  ...,  74,  30,   0],
         [  0, 142, 159,  ..., 117,  86,   0],
         [  0, 133, 145,  ..., 171, 118,   0]],

        [[  0,   9,  14,  ...,   8,   6,   0],
         [  0,  29,  43,  ...,  26,  21,   0],
         [  0,  26,  33,  ...,  23,  21,   0],
         ...,
         [  0, 141, 156,  ...,  74,  30,   0],
         [  0, 142, 159,  ..., 117,  86,   0],
         [  0, 133, 145,  ..., 171, 118,   0]],

        [[  0,   9,  14,  ...,   8,   6,   0],
         [  0,  29,  43,  ...,  26,  21,   0],
         [  0,  26,  33,  ...,  23,  21,   0],
         ...,
         [  0, 141, 156,  ...,  74,  30,   0],
         [  0, 142, 159,  ..., 117,  86,   0],
         [  0, 133, 145,  ..., 171, 118,   0]]], dtype=torch.uint8)"
img/38045.png,1,"tensor([[[  0,   2,   2,  ...,   1,   1,   0],
         [  0,   6,   7,  ...,   6,   5,   0],
         [  0,   6,   7,  ...,   6,   5,   0],
         ...,
         [  0, 183, 205,  ...,   6,   5,   0],
         [  0, 183, 205,  ...,   6,   5,   0],
         [  0, 106, 118,  ...,   3,   3,   0]],

        [[  0,   3,   4,  ...,   3,   3,   0],
         [  0,  13,  14,  ...,  13,  11,   0],
         [  0,  12,  14,  ...,  13,  11,   0],
         ...,
         [  0, 179, 199,  ...,  13,  11,   0],
         [  0, 179, 200,  ...,  13,  11,   0],
         [  0, 103, 116,  ...,   7,   6,   0]],

        [[  0,   5,   5,  ...,   5,   5,   0],
         [  0,  18,  20,  ...,  19,  17,   0],
         [  0,  17,  20,  ...,  19,  17,   0],
         ...,
         [  0, 182, 202,  ...,  19,  17,   0],
         [  0, 182, 203,  ...,  19,  17,   0],
         [  0, 105, 118,  ...,  10,   9,   0]]], dtype=torch.uint8)"
img/62134.png,1,"tensor([[[  0,  18,  21,  ...,  25,  22,   0],
         [  0,  63,  72,  ...,  85,  75,   0],
         [  0,  65,  73,  ...,  86,  77,   0],
         ...,
         [  0,   9,   9,  ...,  35,  26,   0],
         [  0,   7,   5,  ...,  42,  31,   0],
         [  0,   7,   3,  ...,  28,  19,   0]],

        [[  0,  28,  32,  ...,  37,  33,   0],
         [  0,  95, 109,  ..., 126, 114,   0],
         [  0,  98, 110,  ..., 128, 115,   0],
         ...,
         [  0,   3,   3,  ...,  25,  17,   0],
         [  0,   2,   1,  ...,  30,  22,   0],
         [  0,   2,   0,  ...,  20,  14,   0]],

        [[  0,  24,  26,  ...,  32,  29,   0],
         [  0,  81,  90,  ..., 110,  99,   0],
         [  0,  81,  92,  ..., 110, 100,   0],
         ...,
         [  0,   0,   0,  ...,   0,   0,   0],
         [  0,   0,   0,  ...,   0,   0,   0],
         [  0,   0,   0,  ...,   0,   0,   0]]], dtype=torch.uint8)"
img/81970.png,1,"tensor([[[  0,   3,   3,  ...,   3,   2,   0],
         [  0,  10,  11,  ...,  11,   9,   0],
         [  0,   9,  11,  ...,  11,   9,   0],
         ...,
         [  0,  19,  22,  ..., 152, 132,   0],
         [  0,  19,  22,  ..., 150, 131,   0],
         [  0,  11,  13,  ...,  86,  75,   0]],

        [[  0,   2,   3,  ...,   3,   2,   0],
         [  0,   9,  11,  ...,  11,   9,   0],
         [  0,   9,  11,  ...,  11,   9,   0],
         ...,
         [  0,  15,  17,  ..., 130, 112,   0],
         [  0,  15,  17,  ..., 127, 110,   0],
         [  0,   8,  10,  ...,  72,  63,   0]],

        [[  0,   2,   3,  ...,   3,   2,   0],
         [  0,   9,  11,  ...,  11,   9,   0],
         [  0,   9,  11,  ...,  11,   9,   0],
         ...,
         [  0,  11,  13,  ..., 101,  85,   0],
         [  0,  11,  13,  ...,  98,  83,   0],
         [  0,   6,   7,  ...,  55,  47,   0]]], dtype=torch.uint8)"
img/01865.png,1,"tensor([[[ 60,  99, 100,  ..., 101, 100,  63],
         [144, 237, 237,  ..., 239, 239, 150],
         [144, 237, 238,  ..., 239, 239, 151],
         ...,
         [ 80, 133, 133,  ..., 134, 133,  87],
         [ 80, 135, 133,  ..., 142, 141,  88],
         [ 34,  56,  56,  ...,  61,  61,  39]],

        [[ 65, 106, 107,  ..., 107, 107,  67],
         [154, 253, 253,  ..., 254, 254, 160],
         [154, 253, 254,  ..., 254, 254, 160],
         ...,
         [ 54,  89,  91,  ..., 134, 133,  86],
         [ 55,  92,  91,  ..., 139, 137,  87],
         [ 24,  39,  39,  ...,  58,  59,  37]],

        [[ 64, 105, 105,  ..., 106, 105,  66],
         [152, 250, 250,  ..., 251, 250, 158],
         [152, 250, 251,  ..., 251, 251, 159],
         ...,
         [ 49,  80,  80,  ..., 123, 121,  77],
         [ 49,  80,  79,  ..., 125, 124,  78],
         [ 21,  34,  33,  ...,  53,  52,  33]]], dtype=torch.uint8)"
img/86139.png,1,"tensor([[[ 10,  39,  39,  ...,  36,  36,  10],
         [ 58, 217, 217,  ..., 203, 202,  58],
         [ 58, 219, 218,  ..., 202, 202,  58],
         ...,
         [ 58, 220, 221,  ..., 155, 195,  61],
         [ 53, 193, 179,  ..., 101, 154,  52],
         [  7,  26,  21,  ...,  22,  23,   7]],

        [[  9,  35,  35,  ...,  32,  32,   9],
         [ 52, 197, 197,  ..., 180, 178,  51],
         [ 53, 199, 198,  ..., 178, 177,  51],
         ...,
         [ 54, 206, 206,  ..., 129, 164,  52],
         [ 50, 180, 167,  ...,  78, 126,  44],
         [  7,  24,  20,  ...,  17,  18,   6]],

        [[  8,  30,  30,  ...,  28,  27,   8],
         [ 46, 172, 172,  ..., 155, 152,  44],
         [ 46, 174, 173,  ..., 154, 151,  43],
         ...,
         [ 46, 176, 177,  ...,  93, 120,  39],
         [ 42, 151, 140,  ...,  43,  84,  31],
         [  5,  18,  15,  ...,  10,  11,   3]]], dtype=torch.uint8)"
img/38765.png,1,"tensor([[[  0,  10,  10,  ...,  37,  35,   0],
         [  0,  33,  35,  ..., 120, 118,   0],
         [  0,  31,  33,  ...,  88,  95,   0],
         ...,
         [  0, 116, 133,  ...,  49,  44,   0],
         [  0, 117, 134,  ...,  50,  44,   0],
         [  0,  61,  70,  ...,  26,  23,   0]],

        [[  0,  10,  10,  ...,  35,  33,   0],
         [  0,  34,  36,  ..., 114, 111,   0],
         [  0,  31,  34,  ...,  86,  92,   0],
         ...,
         [  0, 133, 152,  ...,  52,  47,   0],
         [  0, 134, 154,  ...,  52,  46,   0],
         [  0,  70,  80,  ...,  27,  23,   0]],

        [[  0,  11,  11,  ...,  34,  33,   0],
         [  0,  39,  39,  ..., 111, 112,   0],
         [  0,  35,  36,  ...,  81,  90,   0],
         ...,
         [  0, 144, 165,  ...,  51,  45,   0],
         [  0, 146, 166,  ...,  51,  44,   0],
         [  0,  76,  87,  ...,  27,  23,   0]]], dtype=torch.uint8)"
img/15306.png,1,"tensor([[[ 43, 115, 144,  ..., 208, 228, 233],
         [ 29,  82, 110,  ..., 112,  89, 104],
         [ 23,  59,  84,  ...,  95,  70,  87],
         ...,
         [149, 142, 140,  ..., 226, 218, 195],
         [139, 133, 129,  ..., 225, 216, 207],
         [139, 134, 134,  ..., 213, 214, 222]],

        [[ 43, 115, 144,  ..., 208, 228, 233],
         [ 29,  82, 110,  ..., 112,  89, 104],
         [ 23,  59,  84,  ...,  95,  70,  87],
         ...,
         [149, 142, 140,  ..., 226, 218, 195],
         [139, 133, 129,  ..., 225, 216, 207],
         [139, 134, 134,  ..., 213, 214, 222]],

        [[ 43, 115, 144,  ..., 208, 228, 233],
         [ 29,  82, 110,  ..., 112,  89, 104],
         [ 23,  59,  84,  ...,  95,  70,  87],
         ...,
         [149, 142, 140,  ..., 226, 218, 195],
         [139, 133, 129,  ..., 225, 216, 207],
         [139, 134, 134,  ..., 213, 214, 222]]], dtype=torch.uint8)"
img/17209.png,1,"tensor([[[  0,  30,  34,  ...,  65,  58,   0],
         [  0,  99, 110,  ..., 214, 192,   0],
         [  0,  93, 104,  ..., 214, 192,   0],
         ...,
         [  0,  50,  54,  ..., 212, 196,   0],
         [  0,  50,  56,  ..., 213, 194,   0],
         [  0,  50,  56,  ..., 200, 189,   0]],

        [[  0,  30,  34,  ...,  67,  61,   0],
         [  0,  99, 110,  ..., 223, 200,   0],
         [  0,  93, 101,  ..., 223, 200,   0],
         ...,
         [  0,  30,  33,  ..., 183, 170,   0],
         [  0,  29,  32,  ..., 184, 167,   0],
         [  0,  28,  31,  ..., 168, 161,   0]],

        [[  0,  27,  30,  ...,  72,  65,   0],
         [  0,  89,  98,  ..., 238, 213,   0],
         [  0,  84,  92,  ..., 238, 213,   0],
         ...,
         [  0,   0,   0,  ..., 139, 132,   0],
         [  0,   0,   0,  ..., 140, 128,   0],
         [  0,   1,   1,  ..., 121, 122,   0]]], dtype=torch.uint8)"
img/96185.png,1,"tensor([[[ 43,  72,  72,  ...,  56,  55,  33],
         [ 66, 112, 112,  ...,  87,  86,  51],
         [ 66, 112, 112,  ...,  87,  87,  52],
         ...,
         [ 68, 115, 115,  ...,  98,  97,  58],
         [ 67, 114, 115,  ...,  97,  96,  57],
         [ 50,  84,  85,  ...,  71,  70,  42]],

        [[ 40,  68,  68,  ...,  53,  53,  31],
         [ 62, 105, 105,  ...,  83,  82,  49],
         [ 62, 105, 105,  ...,  83,  83,  49],
         ...,
         [ 65, 110, 110,  ...,  97,  97,  58],
         [ 65, 110, 110,  ...,  96,  95,  57],
         [ 48,  81,  82,  ...,  71,  70,  42]],

        [[ 38,  64,  64,  ...,  51,  51,  30],
         [ 58,  99,  99,  ...,  80,  79,  47],
         [ 58,  99,  99,  ...,  80,  80,  48],
         ...,
         [ 61, 104, 104,  ...,  93,  92,  55],
         [ 62, 104, 104,  ...,  92,  91,  54],
         [ 46,  77,  77,  ...,  68,  67,  40]]], dtype=torch.uint8)"
img/93875.png,1,"tensor([[[ 0,  0,  7,  ...,  7,  0,  0],
         [ 0,  0, 81,  ..., 83,  0,  0],
         [ 0,  0, 81,  ..., 83,  0,  0],
         ...,
         [ 0,  0, 81,  ..., 83,  0,  0],
         [ 0,  0, 81,  ..., 83,  0,  0],
         [ 0,  0, 17,  ..., 17,  0,  0]],

        [[ 0,  0,  7,  ...,  7,  0,  0],
         [ 0,  0, 81,  ..., 83,  0,  0],
         [ 0,  0, 81,  ..., 83,  0,  0],
         ...,
         [ 0,  0, 81,  ..., 83,  0,  0],
         [ 0,  0, 81,  ..., 83,  0,  0],
         [ 0,  0, 17,  ..., 17,  0,  0]],

        [[ 0,  0,  7,  ...,  7,  0,  0],
         [ 0,  0, 81,  ..., 83,  0,  0],
         [ 0,  0, 81,  ..., 83,  0,  0],
         ...,
         [ 0,  0, 81,  ..., 83,  0,  0],
         [ 0,  0, 81,  ..., 83,  0,  0],
         [ 0,  0, 17,  ..., 17,  0,  0]]], dtype=torch.uint8)"
img/57286.png,1,"tensor([[[  0,  35,  39,  ...,  38,  34,   0],
         [  0, 225, 253,  ..., 246, 221,   0],
         [  0, 225, 253,  ..., 246, 221,   0],
         ...,
         [  0, 222, 250,  ..., 253, 227,   0],
         [  0, 222, 250,  ..., 253, 227,   0],
         [  0,  95, 107,  ..., 108,  97,   0]],

        [[  0,  35,  39,  ...,  38,  34,   0],
         [  0, 225, 253,  ..., 245, 220,   0],
         [  0, 225, 253,  ..., 245, 220,   0],
         ...,
         [  0, 223, 251,  ..., 253, 227,   0],
         [  0, 223, 251,  ..., 253, 227,   0],
         [  0,  96, 107,  ..., 108,  97,   0]],

        [[  0,  35,  39,  ...,  38,  34,   0],
         [  0, 225, 252,  ..., 248, 222,   0],
         [  0, 224, 252,  ..., 248, 222,   0],
         ...,
         [  0, 224, 252,  ..., 253, 227,   0],
         [  0, 224, 251,  ..., 253, 227,   0],
         [  0,  96, 107,  ..., 108,  97,   0]]], dtype=torch.uint8)"
img/08261.png,1,"tensor([[[247, 247, 246,  ..., 247, 247, 247],
         [247, 247, 246,  ..., 247, 247, 247],
         [247, 247, 247,  ..., 247, 247, 247],
         ...,
         [249, 249, 249,  ..., 191, 186, 188],
         [249, 249, 249,  ..., 198, 189, 183],
         [249, 249, 249,  ..., 190, 185, 179]],

        [[247, 247, 246,  ..., 247, 247, 247],
         [247, 247, 246,  ..., 247, 247, 247],
         [247, 247, 247,  ..., 247, 247, 247],
         ...,
         [249, 249, 249,  ..., 191, 186, 188],
         [249, 249, 249,  ..., 198, 189, 183],
         [249, 249, 249,  ..., 190, 185, 179]],

        [[247, 247, 246,  ..., 247, 247, 247],
         [247, 247, 246,  ..., 247, 247, 247],
         [247, 247, 247,  ..., 247, 247, 247],
         ...,
         [249, 249, 249,  ..., 191, 186, 188],
         [249, 249, 249,  ..., 198, 189, 183],
         [249, 249, 249,  ..., 190, 185, 179]]], dtype=torch.uint8)"
